Uberstrain,Name,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Disease,Date Entered,Release Date,Barcode,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Clermont Type (ClermonTyping),Clermont Type (EzClermont),fimH (fimTyper)
ESC_IA7639AA,PSU-0690,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,1/5/18,30/4/18,ESC_IA7639AA,SRR7084884;ILLUMINA;Paired;500;SRX4014637,Livestock,Ovine/Goat (Caprinae),"Goat, (Caprine)",2012,,,,North America,United States,New York,,New York,,,,PRJNA357722,SRP101500,SAMN08978110,SRS3236153,B1,,fimH32
ESC_IA7824AA,FSIS11809261,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/5/18,3/5/18,ESC_IA7824AA,SRR7095770;ILLUMINA;Paired;300;SRX4024181,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Idaho,,,,,,PRJNA292667,SRP066916,SAMN09013475,SRS3244588,B1,B1,fimH32
ESC_IA7826AA,FSIS11808977,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/5/18,3/5/18,ESC_IA7826AA,SRR7095754;ILLUMINA;Paired;300;SRX4024165,Livestock,Swine,animal-swine-sow,2018,,,,North America,United States,Tennessee,,,,,,PRJNA292667,SRP066916,SAMN09013471,SRS3244573,B1,B1,Unknown
ESC_IA7985AA,OH-17-12029,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,8/5/18,7/5/18,ESC_IA7985AA,SRR7130336;ILLUMINA;Paired;500;SRX4051337,Companion Animal,Canine,"Canis lupus familiaris, Feces",2017,,,,North America,United States,Ohio,,,,,,PRJNA338676,SRP083292,SAMN08975756,SRS3268516,B1,B1,fimH54
ESC_IA8118AA,PSU-0515,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,9/5/18,8/5/18,ESC_IA8118AA,SRR7135463;ILLUMINA;Paired;500;SRX4056336,Livestock,Swine,pig,1978,,,,North America,United States,Colorado,,,,,,PRJNA357722,SRP101500,SAMN09074979,SRS3273273,B1,B1,fimH32
ESC_IA8121AA,PSU-0521,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,9/5/18,8/5/18,ESC_IA8121AA,SRR7135448;ILLUMINA;Paired;500;SRX4056321,Poultry,Avian,chicken,1981,,,,North America,United States,Colorado,,,,,,PRJNA357722,SRP101500,SAMN09074999,SRS3273259,B1,,fimH54
ESC_IA8145AA,FSIS11809608,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,10/5/18,9/5/18,ESC_IA8145AA,SRR7140597;ILLUMINA;Paired;500;SRX4061454,Livestock,Bovine,animal-cattle-beef cow,2018,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN09098792,SRS3277781,B1,B1,fimH24
ESC_IA8153AA,FSIS11809603,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,10/5/18,9/5/18,ESC_IA8153AA,SRR7140583;ILLUMINA;Paired;500;SRX4061440,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Pennsylvania,,,,,,PRJNA292667,SRP066916,SAMN09098787,SRS3277768,B1,B1,fimH30
ESC_IA8159AA,FSIS11809443,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,10/5/18,9/5/18,ESC_IA8159AA,SRR7140568;ILLUMINA;Paired;500;SRX4061425,Poultry,Avian,Animal-Turkey-Young Turkey,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09098755,SRS3277753,B1,B1,fimH32
ESC_IA8163AA,FSIS11809601,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,10/5/18,9/5/18,ESC_IA8163AA,SRR7140620;ILLUMINA;Paired;500;SRX4061477,Livestock,Bovine,animal-cattle-steer,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09098785,SRS3277787,B1,,fimH32
ESC_IA8165AA,FSIS11809597,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,10/5/18,9/5/18,ESC_IA8165AA,SRR7140611;ILLUMINA;Paired;500;SRX4061468,Livestock,Bovine,animal-cattle-steer,2018,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN09098781,SRS3277784,B1,,fimH32
ESC_IA8340AA,FSIS11809619,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/5/18,11/5/18,ESC_IA8340AA,SRR7154649;ILLUMINA;Paired;500;SRX4073881,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,North Carolina,,,,,,PRJNA292667,SRP066916,SAMN09195610,SRS3291082,B1,B1,fimH32
ESC_IA9376AA,FSIS11809931,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,22/5/18,21/5/18,ESC_IA9376AA,SRR7192408;ILLUMINA;Paired;300;SRX4108979,Poultry,Avian,Animal-Turkey-Young Turkey,2018,,,,North America,United States,North Carolina,,,,,,PRJNA292667,SRP066916,SAMN09233723,SRS3324628,B1,,fimH32
ESC_IA9988AA,FSIS11809938,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/5/18,25/5/18,ESC_IA9988AA,SRR7221526;ILLUMINA;Paired;300;SRX4128059,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09267080,SRS3342507,B1,B1,fimH27
ESC_JA0262AA,MU6-24-2,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,30/5/18,29/5/18,ESC_JA0262AA,SRR7230146;ILLUMINA;Paired;500;SRX4136559,Livestock,Bovine,cow paddock straw bedding_Bovine (dairy),2017,9,,,North America,United States,Wisconsin,,,,,,PRJNA368991,SRP101451,SAMN08963776,SRS3350502,B1,,fimH54
ESC_JA1308AA,FSIS11810067,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,5/6/18,4/6/18,ESC_JA1308AA,SRR7257344;ILLUMINA;Paired;300;SRX4161675,Livestock,Swine,animal-swine-sow,2018,,,,North America,United States,Tennessee,,,,,,PRJNA292667,SRP066916,SAMN09343325,SRS3374040,B1,B1,fimH27
ESC_JA1678AA,PSU-0437,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,8/6/18,5/6/18,ESC_JA1678AA,SRR7263703;ILLUMINA;Paired;500;SRX4167839,Food,Plant,"Food, Lettuce - Leaf",2002,,,,North America,United States,California,,,,,,PRJNA357722,SRP101500,SAMN08368035,SRS3379895,B1,,fimH32
ESC_JA2073AA,PSU-0401,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,10/6/18,9/6/18,ESC_JA2073AA,SRR7284856;ILLUMINA;Paired;500;SRX4188396,Livestock,Bovine,"Cow, (Bovine)",2002,,,,North America,United States,California,,,,,,PRJNA357722,SRP101500,SAMN08367996,SRS3399652,B1,,fimH27
ESC_JA3278AA,FSIS11810267,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,19/6/18,19/6/18,ESC_JA3278AA,SRR7360586;ILLUMINA;Paired;500;SRX4233561,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Kentucky,,,,,,PRJNA292667,SRP066916,SAMN09444063,SRS3432120,B1,B1,fimH54
ESC_JA3284AA,FSIS11810268,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,19/6/18,19/6/18,ESC_JA3284AA,SRR7360580;ILLUMINA;Paired;500;SRX4233555,Livestock,Bovine,animal-cattle-dairy cow,2018,,,,North America,United States,California,,,,,,PRJNA292667,SRP066916,SAMN09444064,SRS3432114,B1,B1,fimH24
ESC_JA3285AA,FSIS11810271,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,19/6/18,19/6/18,ESC_JA3285AA,SRR7360579;ILLUMINA;Paired;500;SRX4233554,Poultry,Avian,Animal-Turkey-Young Turkey,2018,,,,North America,United States,Indiana,,,,,,PRJNA292667,SRP066916,SAMN09444067,SRS3432112,B1,,fimH27
ESC_JA3290AA,FSIS11810479,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,19/6/18,18/6/18,ESC_JA3290AA,SRR7360399;ILLUMINA;Paired;500;SRX4233375,Livestock,Bovine,animal-cattle-dairy cow,2018,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN09444053,SRS3431953,B1,B1,fimH27
ESC_JA4303AA,FSIS11810698,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,27/6/18,26/6/18,ESC_JA4303AA,SRR7439284;ILLUMINA;Paired;500;SRX4310012,Livestock,Bovine,animal-cattle-heifer,2018,,,,North America,United States,California,,,,,,PRJNA292667,SRP066916,SAMN09489332,SRS3466180,B1,,fimH54
ESC_JA4305AA,FSIS11810900,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,27/6/18,26/6/18,ESC_JA4305AA,SRR7439672;ILLUMINA;Paired;500;SRX4310400,Poultry,Avian,animal-chicken-young chicken,2018,,,,North America,United States,Georgia,,,,,,PRJNA292667,SRP066916,SAMN09489592,SRS3469682,B1,,fimH32
ESC_JA5167AA,FSIS11811211,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,4/7/18,3/7/18,ESC_JA5167AA,SRR7468981;ILLUMINA;Paired;500;SRX4338749,Livestock,Swine,animal-swine-sow,2018,,,,North America,United States,Colorado,,,,,,PRJNA292667,SRP066916,SAMN09545009,SRS3499662,B1,B1,fimH27
ESC_JA6028AA,PSU-0749,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,9/7/18,9/7/18,ESC_JA6028AA,SRR7499269;ILLUMINA;Paired;500;SRX4368710,Poultry,Avian,Poultry,2012,,,,South America,Brazil,,,,,,,PRJNA357722,SRP101500,SAMN09469432,SRS3527102,B1,B1,fimH32
ESC_JA6045AA,PSU-0712,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,10/7/18,9/7/18,ESC_JA6045AA,SRR7500674;ILLUMINA;Paired;500;SRX4370097,Food,Plant,"Antelope, Topi",2000,,,,North America,United States,California,,,,,,PRJNA357722,SRP101500,SAMN09474249,SRS3528459,B1,,fimH27
ESC_JA6463AA,FSIS11811454,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,15/7/18,9/7/18,ESC_JA6463AA,SRR7501033;ILLUMINA;Paired;500;SRX4370415,Poultry,,Animal-Turkey-Young Turkey,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09633448,SRS3528771,B1,B1,fimH27
ESC_JA6468AA,FSIS11811458,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,15/7/18,9/7/18,ESC_JA6468AA,SRR7500862;ILLUMINA;Paired;500;SRX4370252,Livestock,Bovine,animal-cattle-steer,2018,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN09633452,SRS3528612,B1,B1,fimH27
ESC_JA6510AA,FSIS11811919,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,17/7/18,16/7/18,ESC_JA6510AA,SRR7527934;ILLUMINA;Paired;300;SRX4396264,Livestock,Bovine,animal-cattle-heifer,2018,,,,North America,United States,Tennessee,,,,,,PRJNA292667,SRP066916,SAMN09666285,SRS3551445,B1,B1,fimH24
ESC_JA6673AA,FSIS11811916,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/7/18,19/7/18,ESC_JA6673AA,SRR7543358;ILLUMINA;Paired;500;SRX4409665,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Georgia,,,,,,PRJNA292667,SRP066916,SAMN09693210,SRS3563298,B1,B1,fimH27
ESC_JA6684AA,FSIS11811932,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/7/18,19/7/18,ESC_JA6684AA,SRR7543308;ILLUMINA;Paired;500;SRX4409615,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,California,,,,,,PRJNA292667,SRP066916,SAMN09693149,SRS3563249,B1,,fimH32
ESC_JA6954AA,FSIS11812000,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/7/18,28/7/18,ESC_JA6954AA,SRR7615132;ILLUMINA;Paired;500;SRX4479699,Livestock,Bovine,animal-cattle-heifer,2018,,,,North America,United States,Kansas,,,,,,PRJNA292667,SRP066916,SAMN09730231,SRS3604688,B1,,fimH94
ESC_JA6994AA,FSIS11812250,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,31/7/18,30/7/18,ESC_JA6994AA,SRR7624308;ILLUMINA;Paired;500;SRX4488220,Livestock,,animal-cattle-dairy cow,2018,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN09742381,SRS3611998,B1,,fimH54
ESC_JA7479AA,MU2-12-18,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,2/8/18,2/8/18,ESC_JA7479AA,SRR7638129;ILLUMINA;Paired;500;SRX4501672,Livestock,,cow paddock straw bedding_Bovine (dairy),2017,9,,,North America,United States,Wisconsin,,,,,,PRJNA368991,SRP101451,SAMN08963766,SRS3622429,B1,,fimH27
ESC_JA7888AA,MU2-6-20,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,6/8/18,6/8/18,ESC_JA7888AA,SRR7647877;ILLUMINA;Paired;500;SRX4510817,Livestock,,cow paddock straw bedding_Bovine (dairy),2017,9,,,North America,United States,Wisconsin,,,,,,PRJNA368991,SRP101451,SAMN08963853,SRS3630169,B1,B1,fimH27
ESC_JA8454AA,FSIS11812760,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,15/8/18,14/8/18,ESC_JA8454AA,SRR7693501;ILLUMINA;Paired;500;SRX4552580,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09828462,SRS3669657,B1,B1,fimH369
ESC_JA8455AA,FSIS11812765,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,15/8/18,14/8/18,ESC_JA8455AA,SRR7693499;ILLUMINA;Paired;500;SRX4552578,Livestock,Swine,animal-swine-sow,2018,,,,North America,United States,Alabama,,,,,,PRJNA292667,SRP066916,SAMN09828467,SRS3669655,B1,B1,fimH32
ESC_JA8496AA,FSIS11813021,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,18/8/18,17/8/18,ESC_JA8496AA,SRR7707893;ILLUMINA;Paired;500;SRX4565165,Poultry,,Animal-Turkey-Young Turkey,2018,,,,North America,United States,Minnesota,,,,,,PRJNA292667,SRP066916,SAMN09849949,SRS3681436,B1,,fimH32
ESC_JA8499AA,FSIS11813042,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,18/8/18,17/8/18,ESC_JA8499AA,SRR7707885;ILLUMINA;Paired;500;SRX4565156,Poultry,,Animal-Turkey-Young Turkey,2018,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN09849969,SRS3681428,B1,B1,fimH32
ESC_JA8508AA,FSIS11813037,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,18/8/18,17/8/18,ESC_JA8508AA,SRR7707874;ILLUMINA;Paired;500;SRX4565145,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,North Carolina,,,,,,PRJNA292667,SRP066916,SAMN09849965,SRS3681417,B1,,fimH32
ESC_JA8612AA,306ESBA,Murdoch University,Escherichia coli,,O9:H17,,,,,,,21/8/18,20/8/18,ESC_JA8612AA,SRR7724612;ILLUMINA;Paired;;SRX4581304,Wild Animal,Avian,Seagull; Chroicocephalus; ESBA,2017,,,,Oceania,Australia,Tasmania,,,,,,PRJNA486855,SRP158447,SAMN09866851,SRS3695626,B1,B1,fimH30
ESC_JA8751AA,559CIPA,Murdoch University,Escherichia coli,,O8:H25,,,,,,,21/8/18,20/8/18,ESC_JA8751AA,SRR7724751;ILLUMINA;Paired;;SRX4581165,Wild Animal,Avian,Seagull; Chroicocephalus; CIPA,2017,,,,Oceania,Australia,Victoria,,,,,,PRJNA486855,SRP158447,SAMN09866956,SRS3695492,B1,B1,fimH30
ESC_JA8846AA,FSIS11812774,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,21/8/18,20/8/18,ESC_JA8846AA,SRR7724534;ILLUMINA;Paired;500;SRX4581046,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Nebraska,,,,,,PRJNA292667,SRP066916,SAMN09866598,SRS3695376,B1,B1,fimH27
ESC_JA8854AA,CFSAN084905,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,21/8/18,21/8/18,ESC_JA8854AA,SRR7726367;ILLUMINA;Paired;500;SRX4582770,Environment,Water/River,irrigation canal water from Imperial Valley,2018,7,,,North America,United States,California,,,,,,PRJNA230969,SRP058582,SAMN09784605,SRS3697040,B1,B1,fimH32
ESC_JA9415AA,MU2-11-22,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,24/8/18,23/8/18,ESC_JA9415AA,SRR7749328;ILLUMINA;Paired;500;SRX4605351,Livestock,,cow paddock straw bedding_Bovine (dairy),2017,9,,,North America,United States,Wisconsin,,,,,,PRJNA368991,SRP101451,SAMN08963864,SRS3709909,B1,B1,fimH27
ESC_JA9470AA,FSIS11813263,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,27/8/18,25/8/18,ESC_JA9470AA,SRR7754589;ILLUMINA;Paired;500;SRX4610494,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,New Hampshire,,,,,,PRJNA292667,SRP066916,SAMN09914106,SRS3714372,B1,,fimH30
ESC_JA9471AA,FSIS11813261,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,27/8/18,25/8/18,ESC_JA9471AA,SRR7754588;ILLUMINA;Paired;500;SRX4610493,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09914104,SRS3714371,B1,U,fimH32
ESC_KA0018AA,FSIS11813482,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,6/9/18,5/9/18,ESC_KA0018AA,SRR7789472;ILLUMINA;Paired;500;SRX4644328,Livestock,Swine,animal-swine-sow,2018,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN09980192,SRS3742398,B1,B1,fimH32
ESC_KA0120AA,PSU-0873,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,6/9/18,5/9/18,ESC_KA0120AA,SRR7786660;ILLUMINA;Paired;500;SRX4641630,Food,Plant,Steller''s Eider,2016,,,,North America,United States,Alaska,,,,,,PRJNA357722,SRP101500,SAMN09954455,SRS3739745,B1,,fimH32
ESC_KA0129AA,PSU-0877,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,6/9/18,5/9/18,ESC_KA0129AA,SRR7786651;ILLUMINA;Paired;500;SRX4641621,Food,Plant,Steller''s Eider,2016,,,,North America,United States,Alaska,,,,,,PRJNA357722,SRP101500,SAMN09954416,SRS3739736,B1,,fimH32
ESC_KA0471AA,,University of Queensland,Escherichia coli,,,,,,,,,14/9/18,13/9/18,ESC_KA0471AA,SRR7828666;ILLUMINA;Paired;;SRX4679784,Human,Human,Homo sapiens; blood; Age: 53; male; Blood,2017,,,,Oceania,Australia,,,,,,,PRJNA398288,SRP115500,SAMN10058902,SRS3773535,B1,,fimH34
ESC_KA0501AA,,University of Queensland,Escherichia coli,,,,,,,,,14/9/18,13/9/18,ESC_KA0501AA,SRR7828700;ILLUMINA;Paired;;SRX4679750,Human,Human,Homo sapiens; blood; Age: 69; male; Blood,2016,,,,Oceania,Australia,,,,,,,PRJNA398288,SRP115500,SAMN10058997,SRS3773501,B1,B1,fimH32
ESC_KA0582AA,,University of Queensland,Escherichia coli,,,,,,,,,14/9/18,13/9/18,ESC_KA0582AA,SRR7828790;ILLUMINA;Paired;;SRX4679660,Human,Human,Homo sapiens; blood; Age: 54; female; Blood,2016,,,,Asia,Singapore,,,,,,,PRJNA398288,SRP115500,SAMN10058946,SRS3773411,B1,,fimH24
ESC_KA1550AA,FSIS11813945,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,18/9/18,17/9/18,ESC_KA1550AA,SRR7866010;ILLUMINA;Paired;500;SRX4705190,Poultry,,Animal-Turkey-Young Turkey,2018,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN10078811,SRS3791008,B1,B1,fimH27
ESC_KA1553AA,FSIS11813947,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,18/9/18,17/9/18,ESC_KA1553AA,SRR7866003;ILLUMINA;Paired;500;SRX4705183,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN10078813,SRS3790988,B1,,fimH53
ESC_KA1554AA,FSIS11813944,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,18/9/18,17/9/18,ESC_KA1554AA,SRR7866002;ILLUMINA;Paired;500;SRX4705182,Livestock,Bovine,animal-cattle-beef cow,2018,,,,North America,United States,California,,,,,,PRJNA292667,SRP066916,SAMN10078810,SRS3790986,B1,B1,fimH441
ESC_KA1713AA,PSU-1239,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,18/9/18,18/9/18,ESC_KA1713AA,SRR7870883;ILLUMINA;Paired;500;SRX4709962,Livestock,Bovine,"Cow, (Bovine)",1975,,,,North America,United States,Pennsylvania,,,,,,PRJNA357722,SRP101500,SAMN10084961,SRS3795668,B1,,fimH54
ESC_KA1716AA,PSU-1244,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,18/9/18,18/9/18,ESC_KA1716AA,SRR7870880;ILLUMINA;Paired;500;SRX4709959,Livestock,Bovine,"Cow, (Bovine)",1975,,,,North America,United States,Pennsylvania,,,,,,PRJNA357722,SRP101500,SAMN10084456,SRS3795663,B1,B1,fimH279
ESC_KA1867AA,FSIS11813959,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,21/9/18,20/9/18,ESC_KA1867AA,SRR7884476;ILLUMINA;Paired;500;SRX4722203,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Michigan,,,,,,PRJNA292667,SRP066916,SAMN10097130,SRS3807284,B1,B1,fimH27
ESC_KA1868AA,FSIS11813960,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,21/9/18,20/9/18,ESC_KA1868AA,SRR7883782;ILLUMINA;Paired;500;SRX4722013,Livestock,,animal-cattle-dairy cow,2018,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN10097131,SRS3807098,B1,,fimH47
ESC_KA2184AA,FSIS11814126,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,25/9/18,24/9/18,ESC_KA2184AA,SRR7896464;ILLUMINA;Paired;500;SRX4733905,Livestock,Bovine,animal-cattle-steer,2018,,,,North America,United States,Illinois,,,,,,PRJNA292667,SRP066916,SAMN10118349,SRS3816028,B1,,fimH54
ESC_KA2260AA,FSIS11813757,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,26/9/18,25/9/18,ESC_KA2260AA,SRR7903256;ILLUMINA;Paired;500;SRX4739729,Livestock,Swine,animal-swine-market swine,2018,,,,North America,United States,Virginia,,,,,,PRJNA292667,SRP066916,SAMN10129925,SRS3821260,B1,B1,fimH32
ESC_KA2315AA,FSIS11814339,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,28/9/18,28/9/18,ESC_KA2315AA,SRR7940211;ILLUMINA;Paired;500;SRX4775312,Poultry,,animal-chicken-young chicken,2018,,,,North America,United States,Mississippi,,,,,,PRJNA292667,SRP066916,SAMN10142237,SRS3855948,B1,,fimH32
ESC_KA2323AA,FSIS11814327,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,28/9/18,28/9/18,ESC_KA2323AA,SRR7940182;ILLUMINA;Paired;500;SRX4775283,Livestock,,animal-cattle-dairy cow,2018,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN10142511,SRS3855869,B1,B1,fimH32
ESC_KA2326AA,FSIS11814145,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,28/9/18,28/9/18,ESC_KA2326AA,SRR7940169;ILLUMINA;Paired;500;SRX4775270,Livestock,Bovine,animal-cattle-steer,2018,,,,North America,United States,Kansas,,,,,,PRJNA292667,SRP066916,SAMN10142500,SRS3855862,B1,,fimH32
ESC_KA2330AA,FSIS11814324,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,28/9/18,28/9/18,ESC_KA2330AA,SRR7940165;ILLUMINA;Paired;500;SRX4775266,Livestock,Bovine,animal-cattle-beef cow,2018,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN10142509,SRS3855859,B1,,fimH32
