Uberstrain	Name	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Disease	Date Entered	Release Date	Barcode	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC2350 (subsp.)
ESC_IA7319AA	MU2-8-20	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									26/4/18	25/4/18	ESC_IA7319AA	SRR7064595;ILLUMINA;Paired;500;SRX3995404	Livestock	Bovine	cow paddock straw bedding_Bovine (dairy)	2017	9			North America	United States	Wisconsin						PRJNA368991	SRP101451	SAMN08963883	SRS3219566	NaN	63089	63089	63089	63089	63089	63089	63089	1186	1186	106	106	1
ESC_IA7607AA	FSIS11809265	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									1/5/18	30/4/18	ESC_IA7607AA	SRR7084525;ILLUMINA;Paired;300;SRX4014278	Poultry	Avian	Animal-Turkey-Young Turkey	2018				North America	United States	Arkansas						PRJNA292667	SRP066916	SAMN09002909	SRS3235794	NaN	63286	63286	63286	63286	63286	63286	63286	1186	1186	106	106	1
ESC_IA7639AA	PSU-0690	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									1/5/18	30/4/18	ESC_IA7639AA	SRR7084884;ILLUMINA;Paired;500;SRX4014637	Livestock	Ovine	"Goat, (Caprine)"	2012				North America	United States	New York		New York				PRJNA357722	SRP101500	SAMN08978110	SRS3236153	NaN	63312	63312	63312	63312	63312	63312	63312	63312	3602	106	106	1
ESC_IA7824AA	FSIS11809261	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/5/18	3/5/18	ESC_IA7824AA	SRR7095770;ILLUMINA;Paired;300;SRX4024181	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Idaho						PRJNA292667	SRP066916	SAMN09013475	SRS3244588	NaN	63442	63442	63442	63442	63442	63442	9950	1186	1186	106	106	1
ESC_IA7826AA	FSIS11808977	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/5/18	3/5/18	ESC_IA7826AA	SRR7095754;ILLUMINA;Paired;300;SRX4024165	Livestock	Swine	animal-swine-sow	2018				North America	United States	Tennessee						PRJNA292667	SRP066916	SAMN09013471	SRS3244573	NaN	63483	63483	63483	63483	63483	59941	10888	3267	3267	106	106	1
ESC_IA7985AA	OH-17-12029	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									8/5/18	7/5/18	ESC_IA7985AA	SRR7130336;ILLUMINA;Paired;500;SRX4051337	Companion Animal	Canine	"Canis lupus familiaris, Feces"	2017				North America	United States	Ohio						PRJNA338676	SRP083292	SAMN08975756	SRS3268516	NaN	63540	63540	63540	63540	63540	63540	63540	63540	13277	106	106	1
ESC_IA8118AA	PSU-0515	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									9/5/18	8/5/18	ESC_IA8118AA	SRR7135463;ILLUMINA;Paired;500;SRX4056336	Livestock	Swine	pig	1978				North America	United States	Colorado						PRJNA357722	SRP101500	SAMN09074979	SRS3273273	NaN	63670	63670	63670	63670	63670	63670	63670	63670	1060	106	106	1
ESC_IA8121AA	PSU-0521	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									9/5/18	8/5/18	ESC_IA8121AA	SRR7135448;ILLUMINA;Paired;500;SRX4056321	Poultry	Avian	chicken	1981				North America	United States	Colorado						PRJNA357722	SRP101500	SAMN09074999	SRS3273259	NaN	63673	63673	27431	27431	27431	27431	27431	27431	1060	106	106	1
ESC_IA8145AA	FSIS11809608	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									10/5/18	9/5/18	ESC_IA8145AA	SRR7140597;ILLUMINA;Paired;500;SRX4061454	Livestock	Bovine	animal-cattle-beef cow	2018				North America	United States	Michigan						PRJNA292667	SRP066916	SAMN09098792	SRS3277781	NaN	63694	63694	63694	63694	63694	63694	63694	52649	1060	106	106	1
ESC_IA8153AA	FSIS11809603	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									10/5/18	9/5/18	ESC_IA8153AA	SRR7140583;ILLUMINA;Paired;500;SRX4061440	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Pennsylvania						PRJNA292667	SRP066916	SAMN09098787	SRS3277768	NaN	63685	63685	63685	63685	63685	63685	58343	58343	58343	106	106	1
ESC_IA8159AA	FSIS11809443	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									10/5/18	9/5/18	ESC_IA8159AA	SRR7140568;ILLUMINA;Paired;500;SRX4061425	Poultry	Avian	Animal-Turkey-Young Turkey	2018				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN09098755	SRS3277753	NaN	63690	63690	63690	63690	63690	63690	11664	1186	1186	106	106	1
ESC_IA8163AA	FSIS11809601	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									10/5/18	9/5/18	ESC_IA8163AA	SRR7140620;ILLUMINA;Paired;500;SRX4061477	Livestock	Bovine	animal-cattle-steer	2018				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN09098785	SRS3277787	NaN	63697	63697	63697	63697	63697	63697	63697	63697	1060	106	106	1
ESC_IA8165AA	FSIS11809597	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									10/5/18	9/5/18	ESC_IA8165AA	SRR7140611;ILLUMINA;Paired;500;SRX4061468	Livestock	Bovine	animal-cattle-steer	2018				North America	United States	Michigan						PRJNA292667	SRP066916	SAMN09098781	SRS3277784	NaN	63696	63696	63696	63696	63696	63696	63696	63696	1060	106	106	1
ESC_IA8340AA	FSIS11809619	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/5/18	11/5/18	ESC_IA8340AA	SRR7154649;ILLUMINA;Paired;500;SRX4073881	Livestock	Swine	animal-swine-market swine	2018				North America	United States	North Carolina						PRJNA292667	SRP066916	SAMN09195610	SRS3291082	NaN	76933	76933	76933	76933	76933	76933	76933	1186	1186	106	106	1
ESC_IA9376AA	FSIS11809931	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									22/5/18	21/5/18	ESC_IA9376AA	SRR7192408;ILLUMINA;Paired;300;SRX4108979	Poultry	Avian	Animal-Turkey-Young Turkey	2018				North America	United States	North Carolina						PRJNA292667	SRP066916	SAMN09233723	SRS3324628	NaN	64487	64487	64487	64487	64487	64487	55546	2301	1060	106	106	1
ESC_IA9988AA	FSIS11809938	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/5/18	25/5/18	ESC_IA9988AA	SRR7221526;ILLUMINA;Paired;300;SRX4128059	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN09267080	SRS3342507	NaN	65342	65342	65342	65342	65342	2776	2776	1186	1186	106	106	1
ESC_JA0262AA	MU6-24-2	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									30/5/18	29/5/18	ESC_JA0262AA	SRR7230146;ILLUMINA;Paired;500;SRX4136559	Livestock	Bovine	cow paddock straw bedding_Bovine (dairy)	2017	9			North America	United States	Wisconsin						PRJNA368991	SRP101451	SAMN08963776	SRS3350502	NaN	65389	65389	65389	65389	65389	65389	65389	65389	65389	106	106	1
ESC_JA1308AA	FSIS11810067	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									5/6/18	4/6/18	ESC_JA1308AA	SRR7257344;ILLUMINA;Paired;300;SRX4161675	Livestock	Swine	animal-swine-sow	2018				North America	United States	Tennessee						PRJNA292667	SRP066916	SAMN09343325	SRS3374040	NaN	66244	66244	66244	66244	66244	66244	17555	1186	1186	106	106	1
ESC_JA1678AA	PSU-0437	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									8/6/18	5/6/18	ESC_JA1678AA	SRR7263703;ILLUMINA;Paired;500;SRX4167839	Food	Plant	"Food, Lettuce - Leaf"	2002				North America	United States	California						PRJNA357722	SRP101500	SAMN08368035	SRS3379895	NaN	66420	66420	66420	66420	66420	66420	8338	1186	1186	106	106	1
ESC_JA2073AA	PSU-0401	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									10/6/18	9/6/18	ESC_JA2073AA	SRR7284856;ILLUMINA;Paired;500;SRX4188396	Livestock	Bovine	"Cow, (Bovine)"	2002				North America	United States	California						PRJNA357722	SRP101500	SAMN08367996	SRS3399652	NaN	66971	66971	66971	66971	66971	66971	4086	1186	1186	106	106	1
ESC_JA3278AA	FSIS11810267	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									19/6/18	19/6/18	ESC_JA3278AA	SRR7360586;ILLUMINA;Paired;500;SRX4233561	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Kentucky						PRJNA292667	SRP066916	SAMN09444063	SRS3432120	NaN	67952	67952	67952	67952	67952	67952	67952	10660	1060	106	106	1
ESC_JA3284AA	FSIS11810268	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									19/6/18	19/6/18	ESC_JA3284AA	SRR7360580;ILLUMINA;Paired;500;SRX4233555	Livestock	Bovine	animal-cattle-dairy cow	2018				North America	United States	California						PRJNA292667	SRP066916	SAMN09444064	SRS3432114	NaN	67943	67943	67943	67943	67943	67943	17168	17168	1060	106	106	1
ESC_JA3285AA	FSIS11810271	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									19/6/18	19/6/18	ESC_JA3285AA	SRR7360579;ILLUMINA;Paired;500;SRX4233554	Poultry	Avian	Animal-Turkey-Young Turkey	2018				North America	United States	Indiana						PRJNA292667	SRP066916	SAMN09444067	SRS3432112	NaN	67955	67955	67955	67955	67955	67955	4086	1186	1186	106	106	1
ESC_JA3290AA	FSIS11810479	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									19/6/18	18/6/18	ESC_JA3290AA	SRR7360399;ILLUMINA;Paired;500;SRX4233375	Livestock	Bovine	animal-cattle-dairy cow	2018				North America	United States	Wisconsin						PRJNA292667	SRP066916	SAMN09444053	SRS3431953	NaN	67909	67909	67909	67909	67909	67909	5233	1186	1186	106	106	1
ESC_JA3645AA	CFSAN082298	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									21/6/18	20/6/18	ESC_JA3645AA	SRR7401750;ILLUMINA;Paired;500;SRX4273897	Poultry	Avian	Raw Product	2018				North America	United States	California						PRJNA230969	SRP058582	SAMN09444240	SRS3440220	NaN	68148	68148	68148	68148	68148	68148	68148	68148	1060	106	106	1
ESC_JA4099AA	PSU-0724	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									26/6/18	26/6/18	ESC_JA4099AA	SRR7427726;ILLUMINA;Paired;500;SRX4298548	Wild Animal	Avian	Amphibians & reptiles	2012				North America	United States	California						PRJNA357722	SRP101500	SAMN09470466	SRS3461499	NaN	68546	68546	68546	68546	68546	68546	68546	4714	4714	106	106	1
ESC_JA4303AA	FSIS11810698	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									27/6/18	26/6/18	ESC_JA4303AA	SRR7439284;ILLUMINA;Paired;500;SRX4310012	Livestock	Bovine	animal-cattle-heifer	2018				North America	United States	California						PRJNA292667	SRP066916	SAMN09489332	SRS3466180	NaN	68713	68713	68713	68713	68713	68713	68713	27349	1060	106	106	1
ESC_JA4305AA	FSIS11810900	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									27/6/18	26/6/18	ESC_JA4305AA	SRR7439672;ILLUMINA;Paired;500;SRX4310400	Poultry	Avian	animal-chicken-young chicken	2018				North America	United States	Georgia						PRJNA292667	SRP066916	SAMN09489592	SRS3469682	NaN	68736	68736	68736	68736	68736	68736	68736	1186	1186	106	106	1
ESC_JA5167AA	FSIS11811211	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									4/7/18	3/7/18	ESC_JA5167AA	SRR7468981;ILLUMINA;Paired;500;SRX4338749	Livestock	Swine	animal-swine-sow	2018				North America	United States	Colorado						PRJNA292667	SRP066916	SAMN09545009	SRS3499662	NaN	70386	70386	70386	70386	70386	70386	17555	1186	1186	106	106	1
ESC_JA6028AA	PSU-0749	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									9/7/18	9/7/18	ESC_JA6028AA	SRR7499269;ILLUMINA;Paired;500;SRX4368710	Poultry	Avian	Poultry	2012				South America	Brazil							PRJNA357722	SRP101500	SAMN09469432	SRS3527102	NaN	69926	69926	69926	69926	69926	69926	69926	69926	1060	106	106	1
ESC_JA6045AA	PSU-0712	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									10/7/18	9/7/18	ESC_JA6045AA	SRR7500674;ILLUMINA;Paired;500;SRX4370097	Food	Plant	"Antelope, Topi"	2000				North America	United States	California						PRJNA357722	SRP101500	SAMN09474249	SRS3528459	NaN	69935	59148	59148	59148	59148	33809	33809	1186	1186	106	106	1
ESC_JA6463AA	FSIS11811454	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									15/7/18	9/7/18	ESC_JA6463AA	SRR7501033;ILLUMINA;Paired;500;SRX4370415	Poultry	Air	Animal-Turkey-Young Turkey	2018				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN09633448	SRS3528771	NaN	70445	70445	70445	70445	70445	70445	52500	1186	1186	106	106	1
ESC_JA6468AA	FSIS11811458	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									15/7/18	9/7/18	ESC_JA6468AA	SRR7500862;ILLUMINA;Paired;500;SRX4370252	Livestock	Bovine	animal-cattle-steer	2018				North America	United States	Texas						PRJNA292667	SRP066916	SAMN09633452	SRS3528612	NaN	70458	70458	70458	70458	70458	70458	4086	1186	1186	106	106	1
ESC_JA6510AA	FSIS11811919	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									17/7/18	16/7/18	ESC_JA6510AA	SRR7527934;ILLUMINA;Paired;300;SRX4396264	Livestock	Bovine	animal-cattle-heifer	2018				North America	United States	Tennessee						PRJNA292667	SRP066916	SAMN09666285	SRS3551445	NaN	70486	70486	70486	70486	24051	17168	17168	17168	1060	106	106	1
ESC_JA6673AA	FSIS11811916	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									20/7/18	19/7/18	ESC_JA6673AA	SRR7543358;ILLUMINA;Paired;500;SRX4409665	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Georgia						PRJNA292667	SRP066916	SAMN09693210	SRS3563298	NaN	70640	70640	70640	70640	70640	70640	5233	1186	1186	106	106	1
ESC_JA6684AA	FSIS11811932	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									20/7/18	19/7/18	ESC_JA6684AA	SRR7543308;ILLUMINA;Paired;500;SRX4409615	Livestock	Swine	animal-swine-market swine	2018				North America	United States	California						PRJNA292667	SRP066916	SAMN09693149	SRS3563249	NaN	70629	70629	70629	70629	70629	70629	61401	9758	1060	106	106	1
ESC_JA6954AA	FSIS11812000	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/7/18	28/7/18	ESC_JA6954AA	SRR7615132;ILLUMINA;Paired;500;SRX4479699	Livestock	Bovine	animal-cattle-heifer	2018				North America	United States	Kansas						PRJNA292667	SRP066916	SAMN09730231	SRS3604688	NaN	70792	70792	70792	70792	70792	70792	70792	70792	1060	106	106	1
ESC_JA6994AA	FSIS11812250	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									31/7/18	30/7/18	ESC_JA6994AA	SRR7624308;ILLUMINA;Paired;500;SRX4488220	Livestock	Air	animal-cattle-dairy cow	2018				North America	United States	Texas						PRJNA292667	SRP066916	SAMN09742381	SRS3611998	NaN	70251	70251	70251	70251	70251	70251	70251	10660	1060	106	106	1
ESC_JA7479AA	MU2-12-18	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									2/8/18	2/8/18	ESC_JA7479AA	SRR7638129;ILLUMINA;Paired;500;SRX4501672	Livestock	Air	cow paddock straw bedding_Bovine (dairy)	2017	9			North America	United States	Wisconsin						PRJNA368991	SRP101451	SAMN08963766	SRS3622429	NaN	70892	70892	63089	63089	63089	63089	63089	1186	1186	106	106	1
ESC_JA7888AA	MU2-6-20	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									6/8/18	6/8/18	ESC_JA7888AA	SRR7647877;ILLUMINA;Paired;500;SRX4510817	Livestock	Air	cow paddock straw bedding_Bovine (dairy)	2017	9			North America	United States	Wisconsin						PRJNA368991	SRP101451	SAMN08963853	SRS3630169	NaN	71073	71073	71073	63089	63089	63089	63089	1186	1186	106	106	1
ESC_JA8454AA	FSIS11812760	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									15/8/18	14/8/18	ESC_JA8454AA	SRR7693501;ILLUMINA;Paired;500;SRX4552580	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN09828462	SRS3669657	NaN	71524	71524	71524	71524	71524	71524	71524	4489	1060	106	106	1
ESC_JA8455AA	FSIS11812765	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									15/8/18	14/8/18	ESC_JA8455AA	SRR7693499;ILLUMINA;Paired;500;SRX4552578	Livestock	Swine	animal-swine-sow	2018				North America	United States	Alabama						PRJNA292667	SRP066916	SAMN09828467	SRS3669655	NaN	71522	71522	71522	71522	71522	71522	71522	2301	1060	106	106	1
ESC_JA8496AA	FSIS11813021	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									18/8/18	17/8/18	ESC_JA8496AA	SRR7707893;ILLUMINA;Paired;500;SRX4565165	Poultry	Air	Animal-Turkey-Young Turkey	2018				North America	United States	Minnesota						PRJNA292667	SRP066916	SAMN09849949	SRS3681436	NaN	71733	71733	71733	71733	71733	71733	13881	1186	1186	106	106	1
ESC_JA8499AA	FSIS11813042	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									18/8/18	17/8/18	ESC_JA8499AA	SRR7707885;ILLUMINA;Paired;500;SRX4565156	Poultry	Air	Animal-Turkey-Young Turkey	2018				North America	United States	Wisconsin						PRJNA292667	SRP066916	SAMN09849969	SRS3681428	NaN	71714	71714	71714	71714	71714	71714	71522	2301	1060	106	106	1
ESC_JA8508AA	FSIS11813037	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									18/8/18	17/8/18	ESC_JA8508AA	SRR7707874;ILLUMINA;Paired;500;SRX4565145	Livestock	Swine	animal-swine-market swine	2018				North America	United States	North Carolina						PRJNA292667	SRP066916	SAMN09849965	SRS3681417	NaN	71725	71725	71725	71725	71725	71725	71725	71725	3838	106	106	1
ESC_JA8612AA	306ESBA	Murdoch University	Escherichia coli		O9:H17							21/8/18	20/8/18	ESC_JA8612AA	SRR7724612;ILLUMINA;Paired;;SRX4581304	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Tasmania						PRJNA486855	SRP158447	SAMN09866851	SRS3695626	NaN	71942	71942	71942	71942	71942	71942	58343	58343	58343	106	106	1
ESC_JA8751AA	559CIPA	Murdoch University	Escherichia coli		O8:H25							21/8/18	20/8/18	ESC_JA8751AA	SRR7724751;ILLUMINA;Paired;;SRX4581165	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Victoria						PRJNA486855	SRP158447	SAMN09866956	SRS3695492	NaN	72434	72434	72434	72434	72434	72434	71235	1186	1186	106	106	1
ESC_JA8846AA	FSIS11812774	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									21/8/18	20/8/18	ESC_JA8846AA	SRR7724534;ILLUMINA;Paired;500;SRX4581046	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Nebraska						PRJNA292667	SRP066916	SAMN09866598	SRS3695376	NaN	71788	71788	71788	71788	71788	71788	4086	1186	1186	106	106	1
ESC_JA8854AA	CFSAN084905	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									21/8/18	21/8/18	ESC_JA8854AA	SRR7726367;ILLUMINA;Paired;500;SRX4582770	Environment	Water	irrigation canal water from Imperial Valley	2018	7			North America	United States	California						PRJNA230969	SRP058582	SAMN09784605	SRS3697040	NaN	71973	71973	71973	71973	71973	71973	71973	71973	1060	106	106	1
ESC_JA9415AA	MU2-11-22	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									24/8/18	23/8/18	ESC_JA9415AA	SRR7749328;ILLUMINA;Paired;500;SRX4605351	Livestock	Air	cow paddock straw bedding_Bovine (dairy)	2017	9			North America	United States	Wisconsin						PRJNA368991	SRP101451	SAMN08963864	SRS3709909	NaN	72114	72114	63089	63089	63089	63089	63089	1186	1186	106	106	1
ESC_JA9470AA	FSIS11813263	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									27/8/18	25/8/18	ESC_JA9470AA	SRR7754589;ILLUMINA;Paired;500;SRX4610494	Livestock	Swine	animal-swine-market swine	2018				North America	United States	New Hampshire						PRJNA292667	SRP066916	SAMN09914106	SRS3714372	NaN	71235	71235	71235	71235	71235	71235	71235	1186	1186	106	106	1
ESC_JA9471AA	FSIS11813261	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									27/8/18	25/8/18	ESC_JA9471AA	SRR7754588;ILLUMINA;Paired;500;SRX4610493	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN09914104	SRS3714371	NaN	72120	72120	72120	72120	72120	72120	9950	1186	1186	106	106	1
